recipe_id,veg_1,veg_2,veg_3,veg_4,veg_5,category
7527654,cucumber,bean sprouts,,,,chinese
4550413,tomato,corn,,,,western
2957759,radish,green onion,,,,chinese
3246054,green onion,,,,,japanese
5476987,radish,ginger,green onion,,,chinese
7095454,eggplant,,,,,chinese
1396543,garlic,asparagus,tomato,lettuce,,japanese
7261415,cabbage,,,,,chinese
7481869,eggplant,,,,,chinese
3519886,broccoli,,,,,western
2561119,carrot,cabbage,,,,japanese
5429958,chinese cabbage,,,,,western
5020120,radish,garlic,ginger,green onion,,chinese
3037923,carrot,potato,asparagus,garlic,,western
7517479,carrot,,,,,chinese
3933473,broccoli,,,,,japanese
7508594,onion ,garlic,,,,japanese
4215765,sweet potato,,,,,western
3853996,cucumber,bell pepper,garlic,,,japanese
416695,asparagus,,,,,western
6363405,bell pepper,ginger,green onion,garlic,,chinese
5646572,garlic,bean sprouts,,,,western
5823962,eggplant,ginger,,,,japanese
2351605,sweet potato,,,,,western
329750,corn,green onion,,,,japanese
2355905,broccoli,,,,,japanese
2689691,eggplant,onion,bell pepper,tomato,,western
7413817,broccoli,ginger,garlic,onion,,chinese
6774199,onion,tomato,green onion,,,chinese
7684132,onion,,,,,western
1679106,radish,carrot,,,,japanese
6319127,tomato,garlic,,,,western
7010788,lettuce,tomato,cucumber,,,chinese
3057393,sweet potato,onion,broccoli,carrot,,western
2915137,radish,,,,,chinese
1869275,potato,,,,,japanese
4260733,tomato,onion,,,,western
4436035,chinese cabbage,bean sprouts,green onion,,,japanese
6811124,tomato,onion,garlic,,,western
588736,pumpkin,,,,,japanese
7662776,chinese cabbage,ginger,,,,chinese
1962533,pumpkin,,,,,japanese
7175562,carrot,cabbage,bell pepper,onion,,japanese
4318994,garlic,,,,,western
7616096,green onion,sweet potato,,,,chinese
1003347,broccoli,,,,,western
7645955,pumpkin,ginger,,,,chinese
7682870,onion,potato,carrot,,,western
4257903,radish,carrot,Shungiku,garlic,ginger,chinese
7563392,carrot,bean sprouts,onion,eggplant,ginger,western
1725630,cabbage,,,,,japanese
6269382,broccoli,potato,tomato,carrot,garlic,western
2945548,radish,carrot,,,,chinese
7549312,cucumber,,,,,chinese
6996601,lettuce,ginger,green onion,,,chinese
1957902,onion,potato,,,,western
7375549,radish,ginger,,,,japanese
6880140,radish,ginger,cabbage,garlic,,western
644920,asparagus,garlic,green onion,,,chinese
7499812,corn,onion,,,,chinese
1717655,carrot,,,,,japanese
288699,sweet potato,,,,,western
7478237,eggplant,bell pepper,garlic,,,japanese
2100748,sweet potato,,,,,japanese
4852851,radish,,,,,japanese
4568601,tomato,onion,broccoli,,,western
7688050,onion,ginger,carrot,,potato,chinese
7402760,cabbage,onion,,,,chinese
2565893,carrot,cabbage,,,,japanese
613664,asparagus,,,,,western
6729847,onion,tomato,,,,chinese
4730622,carrot,,,,,japanese
7587976,tomato,cucumber,garlic,,,western
2270835,pumpkin,,,,,japanese
1171950,sweet potato,,,,,western
5915724,onion ,ginger,,,,japanese
3584767,broccoli,radish,,,,western
1807514,onion ,,,,,japanese
5801239,tomato,potato,onion,,,western
1659462,carrot,onion,,,,japanese
3714863,cabbage,,,,,japanese
6302205,tomato,cucumber,garlic,,,western
1493914,tomato,,,,,japanese
901492,pumpkin,,,,,japanese
803223,sweet potato,,,,,western
7133431,corn,,,,,chinese
7589551,potato,,,,,chinese
2737220,broccoli,garlic,,,,western
6445299,bell pepper,garlic,onion,,,chinese
857493,eggplant,tomato,,,,western
1184113,asparagus,garlic,ginger,,,chinese
5205868,broccoli,,,,,japanese
7090839,bell pepper,,,,,chinese
3942971,asparagus,,,,,japanese
4102807,broccoli,,,,,japanese
1045727,broccoli,carrot,onion,,,western
607183,onion ,ginger,eggplant,pumpkin,,japanese
7298378,corn,cabbage,,,,japanese
1525306,radish,onion,carrot,ginger,,japanese
4071684,broccoli,bell pepper,,,,western
1469354,tomato,,,,,japanese
5697552,onion,carrot,cabbage,,,western
3184910,asparagus,,,,,chinese
6555535,bell pepper,garlic,ginger,onion,carrot,chinese
7346864,potato,cabbage,,,,western
2518399,radish,ginger,,,,japanese
1459545,carrot,radish,garlic,,,western
138743,cucumber,,,,,japanese
652650,onion,,,,,western
7473205,carrot,,,,,japanese
2099961,onion,garlic,,,,western
2481229,radish,ginger,onion,garlic,,chinese
2161178,carrot,cabbage,onion,,,japanese
6490402,tomato,carrot,cabbage,onion,broccoli,western
3054104,tomato,bell pepper,,,,japanese
2882887,sweet potato,,,,,western
5858463,onion ,green onion,,,,japanese
5102210,eggplant,onion,,,,western
7018175,lettuce,garlic,ginger,onion,carrot,chinese
6292535,broccoli,,,,,western
7267216,eggplant,green onion,ginger,garlic,,chinese
6980676,garlic,,,,,japanese
365898,chinese cabbage,garlic,ginger,green onion,,japanese
7074145,bell pepper,onion,,garlic,ginger,chinese
7459908,onion,,,,,western
1143540,onion ,cucumber,,,,japanese
808055,carrot,onion,cabbage,tomato,,western
4628268,cucumber,lettuce,,,,japanese
1681101,tomato,eggplant,green onion,,,japanese
3424839,carrot,,,,,japanese
7579896,onion,garlic,ginger,,,chinese
1511299,asparagus,,,,,western
6996339,corn,,,,,japanese
2751681,onion,eggplant,,,,western
2527135,eggplant,,,,,japanese
3985314,potato,,,,,japanese
7586238,garlic,,,,,western
7511599,carrot,cabbage,green onion,garlic,ginger,chinese
2609395,asparagus,potato,,,,western
7559941,cucumber,,,,,chinese
6973580,eggplant,ginger,garlic,,,japanese
4358673,carrot,onion,ginger,,,japanese
7354437,onion,bell pepper,tomato,,,western
6941846,garlic,green onion,,,,japanese
1197701,broccoli,potato,,,,western
2998469,tomato,,,,,japanese
1686835,tomato,potato,carrot,,,western
1553295,pumpkin,,,,,japanese
1282001,carrot,,,,,japanese
3578151,broccoli,carrot,garlic,onion,,western
245036,radish,garlic,green onion,,,japanese
1595765,carrot,ginger,,,,western
2855059,pumpkin,,,,,japanese
7034409,sweet potato,onion,,,,chinese
7442887,tomato,,,,,western
4061642,cucumber,bean sprouts,,,,japanese
5174324,onion ,garlic,,,,japanese
3186832,onion ,,,,,japanese
7181596,broccoli,carrot,,,,western
4636931,radish,green onion,onion,ginger,,chinese
3804347,corn,,,,,japanese
1999246,onion ,ginger,,,,japanese
7368539,carrot,,,,,western
3330774,radish,potato,,,,japanese
697404,Radish,,,,,western
2402153,radish,carrot,,,,chinese
4835072,chinese cabbage,chinese cabba,,,,western
761542,onion ,garlic,,,,japanese
4243137,sweet potato,,,,,western
3813585,radish,garlic,ginger,,,chinese
1128038,onion,tomato,garlic,,,western
2440466,radish,,,,,japanese
2895155,sweet potato,,,,,western
4428426,radish,,,,,japanese
2125788,broccoli,cabbage,carrot,onion,corn,western
7475785,ginger,carrot,,,,chinese
1992301,sweet potato,,,,,chinese
1240375,sweet potato,,ginger,,,chinese
232351,onion,tomato,eggplant,,,western
630606,tomato,garlic,eggplant,,,japanese
5896362,garlic,bell pepper,,,,western
6383908,asparagus,tomato,,,,chinese
6383439,cabbage,,,,,chinese
2126041,tomato,garlic,cabbage,,,japanese
6588622,carrot,,,,,chinese
4606931,tomato,onion,,,,western
805947,carrot,green onion,,,,japanese
476675,radish,ginger,,,,japanese
7323328,sweet potato,garlic,,,,western
357808,onion ,pumpkin,,,,japanese
7425079,onion ,garlic,tomato,,,japanese
6489181,corn,chinese cabbage,,,,chinese
2795307,cabbage,,,,,japanese
7372682,asparagus,bell pepper,,,,western
2798266,onion ,green onion,garlic,,,japanese
1370867,broccoli,,,,,western
3219639,ginger,asparagus,garlic,,,japanese
4522818,tomato,,,,,western
5677045,tomato,green onion,,,,japanese
1372370,sweet potato,,,,,western
3929309,tomato,ginger,eggplant,,,japanese
2892482,tomato,garlic,onion,,,western
4374603,radish,green onion,,,,chinese
520976,onion,tomato,,,,western
3683875,carrot,,,,,japanese
7287234,carrot,radish,ginger,,,western
6824619,potato,green onion,,,,japanese
2001114,broccoli,,,,,japanese
6898459,eggplant,radish,,,,western
3529517,carrot,onion,green onion,,,japanese
982254,onion,,,,,western
5277112,cabbage,,,,,japanese
7318321,pumpkin,,,,,western
6177623,potato,cucumber,,,,chinese
2944334,radish,,carrot,,,japanese
115687,sweet potato,,green onion,garlic,,chinese
3571194,carrot,,,,,japanese
1857170,tomato,,,,,japanese
4918810,carrot,potato,,,,western
6802722,bell pepper,,,,,japanese
6799563,onion,,,,,western
3516828,green onion,,,,,japanese
6122020,garlic,green onion,,,,japanese
3762129,sweet potato,,,,,western
4579615,potato,,,,,chinese
6018504,onion,carrot,,,,western
4965149,bell pepper,bean sprouts,,,,chinese
2309074,tomato,pumpkin,,,,western
692818,chinese cabbage,,,,,japanese
6874054,sweet potato,,,,,japanese
6837655,onion,tomato,garlic,bell pepper,,western
3851122,bell pepper,,,,,japanese
555348,eggplant,,,,,western
2807586,sweet potato,,,,,japanese
2152113,tomato,onion,broccoli,,,western
6633367,carrot,onion,ginger,chinese cabbage,,chinese
7633768,chinese cabbage,carrot,onion,corn,,western
2575004,ginger,lettuce,garlic,,,japanese
4188690,radish,lettuce,,,,japanese
2540803,garlic,,,,,western
2936283,cabbage,,,,,japanese
6207135,radish,carrot,,,,japanese
7351795,tomato,eggplant,bell pepper,broccoli,,western
6574957,lettuce,,,,,chinese
4878739,radish,,,,,chinese
3905059,radish,cucumber,ginger,garlic,,chinese
5324841,sweet potato,,,,,western
5679607,potato,,,,,chinese
3820600,eggplant,cucumber,green onion,onion,,western
6926160,asparagus,garlic,ginger,,,chinese
7243468,broccoli,tomato,ginger,green onion,,chinese
456954,onion,tomato,corn,green onion,garlic,western
7478382,tomato,,,,,chinese
7578878,cucumber,,,,,chinese
7382710,radish,onion,sweet potato,broccoli,,western
6775511,onion ,,,,,japanese
2490346,tomato,,,,,western
972102,carrot,,,,,japanese
7481718,radish,onion,carrot,eggplant,cabbage,chinese
3994411,tomato,garlic,onion,,,western
4828640,onion ,,,,,japanese
339822,chinese cabbage,,,,,japanese
1119955,eggplant,garlic,,,,western
7197906,potato,eggplant,,,,chinese
2030480,cabbage,,,,,japanese
1631440,broccoli,tomato,onion,,,western
4845366,radish,ginger,,,,chinese
7242338,cabbage,ginger,,green onion,onion,chinese
6908779,carrot,,,,,western
401903,eggplant,ginger,,,,japanese
2252468,eggplant,onion,carrot,tomato,,western
7490201,cabbage,ginger,,,,chinese
163666,sweet potato,,,,,western
3041194,chinese cabbage,,,,,japanese
5725890,carrot,tomato,bell pepper,eggplant,,japanese
1234225,eggplant,,,,,western
4404563,carrot,onion,,,,japanese
2005763,cabbage,,,,,japanese
7080013,tomato,,,,,western
7341753,sweet potato,,garlic,,,chinese
5335128,sweet potato,onion,,,,western
7587168,onion,carrot,,green onions,,chinese
1252904,chinese cabbage,,,,,japanese
400310,eggplant,ginger,,,,japanese
7142910,cabbage,carrot,cucumber,,,chinese
1235390,asparagus,,,,,western
2374799,cucumber,,,,,japanese
4684854,cucumber,eggplant,,,,japanese
4846334,corn,tomato,onion,cucumber,lettuce,western
7320941,radish,,,,,japanese
964673,asparagus,,,,,western
5913895,radish,carrot,,,,chinese
6531492,carrot,,,,,western
7125034,bell pepper,onion,tomato,green onion,,chinese
153955,carrot,tomato,lettuce,,,western
6875339,tomato,,,,,japanese
2538146,corn,,,,,japanese
1295239,garlic,lettuce,garlic,,,japanese
7618816,onion,,,,,western
2882575,radish,,,,,chinese
1162366,eggplant,,,,,western
7553915,broccoli,green onion,garlic,,,chinese
7615476,bean sprouts,cucumber,,,,chinese
4547054,asparagus,garlic,,,,chinese
6403534,pumpkin,cucumber,carrot,garlic,,chinese
2530323,asparagus,carrot,,,,western
7279796,onion ,,,,,japanese
7640279,lettuce,corn,,,,western
6272480,onion ,garlic,tomato,,,japanese
7201840,eggplant,garlic,onion,,,western
6726749,radish,,,,,japanese
716245,carrot,,,,,western
2767728,pumpkin,,,,,japanese
3921010,ginger,,,,,japanese
5832446,carrot,,,,,western
7464735,onion,carrot,chinese cabbage,,,chinese
6585988,onion ,cabbage,,,,japanese
849060,carrot,onion,,,,western
5632452,garlic,,,,,japanese
6062488,onion ,tomato,,,,japanese
623817,potato,,,,,japanese
4571012,radish,eggplant,pumpkin,,,japanese
3132562,broccoli,,,,,japanese
4831288,tomato,,,,,western
5568532,onion ,cabbage,,,,japanese
3503951,tomato,onion,,,,western
2449644,carrot,,,,,japanese
7065387,chinese cabbage,,,,,western
95578,pumpkin,,,,,japanese
1837033,onion ,,,,,japanese
3011331,radish,carrot,,chinese cabbage,,japanese
1960448,eggplant,garlic,,,,western
7499956,tomato,,,,,chinese
7642720,carrot,,,,,western
5399202,sweet potato,,,,,chinese
464330,carrot,,,,,western
7670165,onion,carrot,Green Bean,,,chinese
3910403,corn,garlic,,,,japanese
1801948,cucumber,ginger,,,,japanese
2256780,tomato,cabbage,,,,western
7167654,onion ,tomato,,,,japanese
210144,carrot,onion,,,,western
7593717,cucumber,,,,,chinese
2345093,cabbage,,,,,japanese
2004226,sweet potato,,,,,western
794823,sweet potato,,,,,japanese
3582649,radish,carrot,garlic,,,chinese
7690433,garlic,onion,,,,western
869105,asparagus,green onion,ginger,garlic,,chinese
3027265,carrot,onion,,,,western
2930068,chinese cabbage,,,,,japanese
5659687,broccoli,bell pepper,tomato,,,western
2533435,carrot,sweet potato,green onion,,,japanese
7549096,tomato,garlic,,,,western
3038394,pumpkin,,,,,japanese
4019140,tomato,garlic,,,,western
7616954,ginger,green onion,,,,chinese
4992933,radish,tomato,cucumber,,,japanese
2557101,carrot,,,,,japanese
995137,asparagus,carrot,,,,western
1968402,sweet potato,,,,,japanese
7287013,cabbage,carrot,potato,,,western
2388995,radish,carrot,ginger,,,chinese
7524189,potato,carrot,,,,western
750350,cucumber,bell pepper,,,,japanese
3017977,radish,,,,,chinese
1070129,onion,,,,,western
6995089,garlic,,,,,japanese
1162527,potato,green onion,,,,japanese
30568,broccoli,tomato,,,,western
5142834,potato,ginger,,,,chinese
7571593,onion ,,,,,japanese
7608880,onion ,cucumber,,,,japanese
2602225,onion,ginger,,,,western
7422852,potato,green onion,garlic,,,chinese
5540742,carrot,corn,cucumber,cabbage,,japanese
780188,cucumber,,,,,japanese
4855458,chinese cabbage,ginger,garlic,,,japanese
2389401,tomato,garlic,,,,western
2577394,potato,,,,,japanese
4177163,tomato,cucumber,,,,western
7625743,cucumber,,,,,chinese
2816283,sweet potato,,,,,japanese
5713377,eggplant,potato,pumpkin,onion,tomato,western
5219660,asparagus,onion,,garlic,ginger,chinese
5214991,carrot,potato,onion,,,japanese
3650131,broccoli,carrot,garlic,,,western
3541497,radish,ginger,,,,chinese
2135190,radish,green onion,,,,japanese
458910,sweet potato,onion,,,,western
2798231,carrot,,,,,japanese
7645348,sweet potato,,,,,western
2800292,onion ,tomato,,,,japanese
3969349,tomato,garlic,bell pepper,,,western
2227145,onion ,,,,,japanese
3075660,radish,,,,,japanese
2903378,radish,onion,broccoli Sprout,,,chinese
2137539,carrot,onion,tomato,eggplant,garlic,western
6320143,radish,,,,,japanese
7663859,broccoli,garlic,,,,chinese
4705197,tomato,potato,garlic,carrot,,western
3559126,carrot,chinese cabbage,green onion,,,japanese
1111383,asparagus,garlic,,,,western
271679,carrot,eggplant,onion,,,japanese
2571525,radish,,,,,chinese
163961,pumpkin,,,,,western
6927504,tomato,asparagus,,,,japanese
3128853,onion,bell pepper,,,,western
7324083,sweet potato,,,,,japanese
4411895,garlic,green onion,,,,western
3750065,ginger,,,,,japanese
6064626,asparagus,onion,,,,western
4863731,asparagus,,,,,chinese
5128985,asparagus,green onion,ginger,bell pepper,,chinese
7049203,tomato,potato,garlic,,,western
7400660,pumpkin,,,,,japanese
6046760,asparagus,potato,onion,carrot,,western
3319127,tomato,cucumber,,,,japanese
1712922,eggplant,potato,onion,,,western
5247747,carrot,,,,,japanese
6874096,tomato,,,,,western
4632562,onion ,,,,,japanese
4616245,bell pepper,,,,,western
1475868,tomato,garlic,,,,japanese
877953,onion ,,,,,japanese
6678993,onion,carrot,cabbage,,,western
1447149,onion ,,,,,japanese
865795,carrot,carrot,onion,garlic,,western
7663636,carrot,,,,,japanese
1002035,sweet potato,,,,,japanese
7579928,radish,,,,,chinese
2938528,radish,cabbage,carrot,green onion,,japanese
1772325,tomato,garlic,onion,,,western
2549882,cucumber,,,,,japanese
7168584,carrot,onion,ginger,broccoli,,japanese
104002,eggplant,tomato,green onion,garlic,,western
1835483,lettuce,,,,,japanese
6884055,onion,corn,,,,western
4961643,carrot,potato,onion,,,japanese
6842884,radish,eggplant,bell pepper,tomato,,japanese
5467882,potato,,,,,chinese
7573701,cucumber,,,,,chinese
7349035,asparagus,onion,cabbage,,,western
2634884,radish,carrot,onion,,green onion,chinese
1323059,sweet potato,,,,,western
7468433,green onion,bean sprouts,ginger,,,chinese
3523944,carrot,onion,,,,japanese
1508003,potato,,,,,western
1926339,pumpkin,,,,,japanese
7381892,tomato,cucumber,,,,western
7490099,chinese cabbage,broccoli,,,,chinese
3800327,corn,onion,bell pepper,,,western
7621369,carrot,cabbage,green onion,ginger,,chinese
2981581,carrot,,,,,western
7305002,bell pepper,potato,onion,,,chinese
4233791,asparagus,bell pepper,,,,western
4873295,tomato,lettuce,corn,,,japanese
3168225,tomato,,,,,japanese
4816823,tomato,,,,,japanese
3493918,sweet potato,,,,,western
6390490,onion ,lettuce,garlic,,,japanese
927538,onion,,,,,western
5874371,radish,carrot,sweet potato,green onion,,japanese
3267533,asparagus,garlic,tomato,,,western
1239343,lettuce,,,,,japanese
1837928,broccoli,,,,,western
6968601,onion ,potato,green onion,,,japanese
4303903,tomato,,,,,western
6224827,carrot,,,,,japanese
2248737,asparagus,bell pepper,,ginger,,chinese
3275373,carrot,,,,,japanese
4525803,potato,,,,,japanese
7306620,eggplant,,,,,japanese
657081,radish,green onion,,,,japanese
315096,carrot,radish,,,,japanese
157103,corn,carrot,onion,cabbage,,western
2567532,broccoli,,,,,japanese
3468593,chinese cabbage,ginger,,,,japanese
2286875,carrot,cabbage,,,,japanese
7621220,bean sprouts,,,,,chinese
1568975,eggplant,onion,carrot,ginger,,western
1795583,tomato,garlic,,,,japanese
7558114,eggplant,onion,sweet potato,garlic,,western
7335663,cabbage,garlic,,,,chinese
5808683,onion,tomato,cucumber,,,western
5613414,onion,,,,,chinese
449036,garlic,,,,,japanese
4880919,radish,onion,,,,chinese
257708,asparagus,carrot,,,,western
6496561,broccoli,bean sprouts,onions,carrots,,chinese
6744171,lettuce,garlic,,,,chinese
293599,corn,onion,tomato,,,western
7462276,carrot,cabbage,,,,japanese
2116449,sweet potato,,,,,chinese
7471795,radish,,,,,chinese
5633874,cabbage,,,,,japanese
3499712,onion,tomato,,,,western
4791247,pumpkin,,,,,japanese
7508796,tomato,eggplant,onion,garlic,,western
7602198,radish,ginger,,,,japanese
2432603,ginger,garlic,,,,japanese
1523153,carrot,broccoli,potato,pumpkin,,japanese
2609152,eggplant,garlic,,,,western
5831915,cucumber,,,,,japanese
698677,carrot,onion,tomato,,,western
6884867,broccoli,cabbage,carrot,garlic,,chinese
6307690,eggplant,garlic,,,,western
7550287,tomato,,,,,chinese
3194481,asparagus,onion,,,,western
6277371,potato,,,,,japanese
5137171,sweet potato,,,,,western
2110982,onion ,garlic,ginger,,,japanese
1044667,broccoli,,,,,japanese
2574606,carrot,chinese cabbage,cucumber,,,japanese
7623196,carrot,,cabbage,,,chinese
4715591,eggplant,,,,,western
1005236,sweet potato,,,,,chinese
6504277,carrot,,,,,western
4700186,radish,,,,,japanese
2840137,sweet potato,,,,,western
7426113,bean sprouts,green onion,garlic,,,chinese
2726642,broccoli,tomato,,,,western
4596512,tomato,,,,,japanese
6234734,cucumber,,,,,japanese
7387808,carrot,onion,chinese cabbage,green onion,,japanese
2579653,onion,,,,,western
3765926,radish,,,,,chinese
2968599,tomato,tomato,,,,western
4645212,chinese cabbage,cucumber,,,,japanese
6258005,potato,tomato,onion,garlic,,chinese
1692848,carrot,,,,,western
7080181,cabbage,,onion,garlic,,chinese
4109873,radish,,,,,japanese
7261129,eggplant,green onion,garlic,,,chinese
78579,carrot,,,,,western
4826769,radish,green onion,tomato,onion,,japanese
6531540,bell pepper,,,,,chinese
5818609,onion,tomato,eggplant,,,western
6200105,radish,ginger,,,,chinese
2286894,onion,tomato,,,,western
2858200,sweet potato,,,,,chinese
7336278,pumpkin,,,,,western
7446267,bean sprouts,eggplant,green onion,garlic,ginger,chinese
2309802,onion ,potato,,,,japanese
7061085,asparagus,,,,,chinese
5934932,corn,,,,,japanese
7429614,carrot,green onion,,,,chinese
425754,eggplant,bell pepper,garlic,tomato,,western
7634867,chinese cabbage,ginger,onion,,,chinese
7366969,broccoli,carrot,tomato,,,western
3049355,carrot,,,,,japanese
3881086,corn,onion,,,,western
2475963,bell pepper,,,,,japanese
5963280,carrot,potato,onion,cabbage,bell pepper,western
6296214,carrot,,,,,japanese
1369701,asparagus,bell pepper,,,,western
6988270,tomato,cucumber,,,,japanese
6551041,broccoli,tomato,,,,western
1806698,carrot,,,,,japanese
2557692,garlic,asparagus,,,,japanese
4449856,carrot,garlic,,,,western
3331651,eggplant,ginger,,,,japanese
6677142,pumpkin,,,,,western
4178199,green onion,,,,,japanese
588918,onion ,green onion,potato,,,japanese
7411832,onion,,,,,western
7624731,onion,garlic,bean sprouts,,,chinese
5681841,asparagus,garlic,,,,chinese
3564475,carrot,,,,,japanese
3532429,radish,garlic,green onion,carrot,,japanese
7585659,cucumber,bean sprouts,,,,chinese
4140313,onion,,,,,western
7550977,tomato,cucumber,Edamame,,,chinese
3377045,corn,,,,,japanese
2250265,tomato,eggplant,,,,western
6892939,bell pepper,garlic,ginger,,,chinese
739539,potato,,,,,western
7508477,eggplant,garlic,ginger,,,chinese
6671151,radish,green onion,ginger,,,chinese
1240649,eggplant,green onion,,,,western
6231051,bell pepper,carrot,Snap pea,garlic,ginger,chinese
4561234,tomato,,,,,western
2127744,onion ,,,,,japanese
5555823,carrot,,,,,japanese
3522582,radish,green onion,garlic,,,chinese
6448923,tomato,cabbage,green onion,,,western
7586670,onion ,garlic ,tomato,,,japanese
2195047,tomato,garlic,,,,japanese
2928492,garlic,onion,chinese cabbage,,,western
5430956,radish,,,,,chinese
2442122,tomato,onion,,,,western
3571218,carrot,,,,,japanese
2596754,onion ,tomato,cucumber,,,japanese
7602419,carrot,eggplant,cucumber,pumpkin,,chinese
7198147,potato,carrot,,,,western
4911889,onion ,garlic,,,,japanese
4380090,onion,tomato,,,,western
7425087,carrot,,,,,chinese
2695419,broccoli,,,,,western
7596405,potato,,,,,chinese
7402363,carrot,chinese cabbage,garlic,ginger,,western
7281074,carrot,,,,,japanese
7408657,broccoli,,,,,chinese
2444760,carrot,cabbage,tomato,bean sprouts,patato,western
7256864,onion,bean sprouts,carrot,garlic,ginger,chinese
518090,cucumber,ginger,,,,japanese
2576908,onion,tomato,garlic,,,western
4705372,pumpkin,ginger,okra,,,chinese
483863,tomato,,,,,japanese
4137442,garlic,onion,,,,western
7211761,onion,,carrot,garlic,ginger,chinese
4471582,cucumber,garlic,,,,japanese
2913360,pumpkin,,,,,japanese
2910537,ginger,,,,,japanese
2770407,sweet potato,,,,,japanese
4279774,radish,garlic,ginger,green onion,,chinese
7442816,corn,onion,green onion,,,chinese
6924693,tomato,,,,,western
7355506,corn,,,,,chinese
5937754,tomato,garlic,,,,western
3907168,pumpkin,,,,,chinese
3229417,onion,,,,,western
7384162,bean sprouts,,,,,chinese
3289041,tomato,,,,,japanese
7132887,pumpkin,,,,,western
7580480,eggplant,,,,,japanese
6623434,carrot,ginger,onion,bell pepper,,japanese
7631373,garlic,chinese cabbage,,,carrot,chinese
4103515,garlic,carrot,onion,tomato,,western
3931295,ginger,garlic,carrot,onion,,japanese
5069848,carrot,tomato,green onion,eggplant,,japanese
7115044,carrot,,,,,chinese
2624402,broccoli,,,,,western
7298386,carrot,,,,,japanese
7221234,cucumber,,,,,japanese
4074219,sweet potato,,,,,western
3556812,asparagus,lettuce,,,,chinese
5049305,onion,,,,,western
1166213,asparagus,onion,carrot,,,chinese
380878,corn,broccoli,carrot,,,western
6513106,sweet potato,,,,,japanese
222765,sweet potato,,,,,western
3160375,tomato,garlic,,,,japanese
1989767,radish,ginger,,,,japanese
412832,asparagus,,,,,japanese
6882072,asparagus,onion,tomato,pumpkin,,western
2331108,carrot,,,,,japanese
3465693,radish,onion,,,,japanese
7665658,green onion,,,,,chinese
2239937,ginger,asparagus,,,,japanese
7263460,eggplant,garlic,ginger,small onion,,chinese
6443047,sweet potato,,,,,western
7554007,tomato,cucumber,ginger,,,chinese
1754109,carrot,onion,,,,western
6809839,cabbage,,,,,chinese
7424673,onion,carrot,garlic,,,western
7547383,onion,lettuce,,,,chinese
3239639,asparagus,carrot,tomato,,,western
7177387,onion ,,,,,japanese
4686718,carrot,onion,cabbage,potato,,western
6299467,radish,,,,,japanese
2721071,onion,,,,,western
7268175,eggplant,green onion,,,,japanese
7590584,carrot,,,,,japanese
7618375,radish,onion,carrot,,cabbage,chinese
6933864,onion ,potato,,,,japanese
1190426,carrot,onion,,,,western
7316436,cabbage,,,,,chinese
1911183,corn,,,,,western
7462347,bean sprouts,cucumber,,,,chinese
1502998,eggplant,tomato,,,,western
3023425,green onion,,,,,japanese
7548694,carrot,bell pepper,eggplant,radish,broccoli,western
2199748,radish,,,,,japanese
3930012,onion,garlic,,,,western
4097532,onion ,,,,,japanese
6789527,radish,carrot,cabbage,onion,,chinese
202271,eggplant,green onion,,,,western
1454835,bell pepper,lettuce,,,,japanese
4424264,tomato,garlic,onion,,,western
3763669,cucumber,ginger,,,,japanese
6487565,onion,,,,,western
1972652,tomato,,,,,japanese
2725843,eggplant,onion,tomato,bell pepper,,western
3504675,carrot,onion,,,,japanese
1315845,carrot,onion,,,,japanese
7633028,garlic,,,,,chinese
7339969,pumpkin,,,,,japanese
2158265,broccoli,onion,garlic,tomato,,western
2410426,radish,ginger,,,,japanese
7137399,broccoli,garlic,,,,chinese
3981891,tomato,garlic,,,,japanese
537505,asparagus,potato,onion,carrot,garlic,western
6067572,radish,carrot,garlic,ginger,eggplant,chinese
3586271,garlic,,,,,western
622306,pumpkin,,,,,japanese
5393586,corn,onion,,,,western
910737,potato,green onion,,,,japanese
7612306,cabbage,,,,,western
5706216,carrot,eggplant,ginger,,,japanese
3502337,carrot,tomato,bell pepper,,,western
4062169,radish,carrot,ginger,,,chinese
7676797,carrot,potato,onion,broccoli,cabbage,western
879711,onion ,garlic,,,,japanese
359557,onion,,,,,western
6819825,radish,cucumber,,,,japanese
3291540,tomato,garlic,onion,lettuce,,western
5332579,potato,,,,,japanese
470658,carrot,,,,,japanese
7584747,onion ,garlic,sweet potato,,,japanese
3986866,carrot,onion,,,,western
7650824,onion,cucumber,,,,chinese
212023,onion ,,green onion,ginger,,japanese
2427753,potato,carrot,onion,,,western
2822532,eggplant,green onion,,,,japanese
5010014,tomato,onion,bean sprouts,,,western
7145871,broccoli,bell pepper,green onion,ginger,,chinese
263521,asparagus,potato,onion,cabbage,carrot,western
2640845,lettuce,,,,,japanese
7362656,pumpkin,garlic,,,,western
2178839,carrot,onion,potato,,,japanese
7381718,broccoli,carrot,onion,,,western
3538911,radish,carrot,,,,chinese
6519036,onion ,ginger,,,,japanese
4069336,onion,tomato,garlic,,,western
7320798,onion,carrot,,,,chinese
1650121,broccoli,,,,,western
2820395,pumpkin,green onion,ginger,garlic,,chinese
7675966,onion,tomato,garlic,,,western
7571049,tomato,garlic,,,,chinese
6698580,onion,carrot,,,,western
7214097,carrot,,,,,japanese
7601992,carrot,bean sprouts,onion,eggplant,,western
2803891,ginger,,,,,japanese
2438048,carrot,,,,,western
7285140,pumpkin,Chervil,,,,chinese
1762867,onion,carrot,tomato,,,western
4274525,green onion,,,,,japanese
